0,45.0,90.0,135.0,180.0,0.0
-0.0001249922238627,-0.0399605792228464,-0.0567183976146377,-0.040911999254141,0.0001250078488717,-0.0001249922238627521
-0.0001871490124077,-0.0400034711559892,-0.0567195390023911,-0.0408699597437588,0.0001878649985327,-0.0001846474374166407
-0.0002493020224899,-0.0400463472375623,-0.0567206597082566,-0.0408279028791135,0.0002507261824982,-0.0002442991824116447
-0.0003114512792005,-0.0400892074856281,-0.0567217597315028,-0.0407858286416314,0.0003135914249083,-0.00030394748675433014
-0.0003735968076253,-0.0401320519182163,-0.0567228390713577,-0.0407437370127067,0.0003764607499101,-0.00036359237834493463
-0.0004357386328449,-0.0401748805533256,-0.0567238977270087,-0.0407016279737011,0.0004393341816564,-0.00042323388507770066
-0.0004978767799325,-0.0402176934089228,-0.0567249356976028,-0.0406595015059444,0.0005022117443067,-0.00048287203483965424
-0.0005600112739569,-0.0402604905029433,-0.0567259529822461,-0.0406173575907339,0.0005650934620262,-0.0005425068555127144
-0.0006221421399804,-0.0403032718532906,-0.0567269495800049,-0.0405751962093339,0.0006279793589876,-0.0006021383749721387
-0.0006842694030595,-0.0403460374778373,-0.0567279254899044,-0.0405330173429768,0.0006908694593692,-0.0006617666210869677
-0.0007463930882452,-0.0403887873944244,-0.056728880710929,-0.0404908209728622,0.0007537637873562,-0.0007213916217204686
-0.0008085132205831,-0.040431521620861,-0.0567298152420232,-0.0404486070801574,0.0008166623671403,-0.0007810134047301354
-0.0008706298251127,-0.0404742401749251,-0.0567307290820908,-0.0404063756459965,0.00087956522292,-0.000840631997967134
-0.0009327429268688,-0.0405169430743639,-0.0567316222299948,-0.0403641266514817,0.0009424723788997,-0.000900247429276857
-0.0009948525508796,-0.0405596303368923,-0.0567324946845575,-0.0403218600776816,0.0010053838592916,-0.000959859726499035
-0.0010569587221687,-0.0406023019801947,-0.0567333464445615,-0.0402795759056332,0.0010682996883137,-0.0010194689174677363
-0.0011190614657543,-0.0406449580219241,-0.0567341775087475,-0.0402372741163395,0.0011312198901913,-0.0010790750300111451
-0.0011811608066488,-0.0406875984797024,-0.0567349878758171,-0.0401949546907716,0.0011941444891572,-0.0011386780919521167
-0.0012432567698594,-0.0407302233711199,-0.0567357775444296,-0.0401526176098669,0.0012570735094497,-0.0011982781311079549
-0.0013053493803888,-0.0407728327137365,-0.0567365465132057,-0.040110262854531,0.0013200069753149,-0.0012578751752898576
-0.0013674386632331,-0.0408154265250805,-0.0567372947807239,-0.0400678904056356,0.0013829449110058,-0.0013174692523042486
-0.0014295246433848,-0.0408580048226492,-0.0567380223455231,-0.0400255002440192,0.0014458873407825,-0.0013770603899520006
-0.0014916073458303,-0.0409005676239091,-0.0567387292061007,-0.0399830923504885,0.001508834288912,-0.0014366486160285463
-0.0015536867955514,-0.0409431149462959,-0.0567394153609147,-0.0399406667058156,0.0015717857796684,-0.0014962339583239892
-0.0016157630175247,-0.0409856468072142,-0.0567400808083815,-0.0398982232907403,0.0016347418373334,-0.0015558164446237699
-0.0016778360367223,-0.0410281632240372,-0.056740725546877,-0.0398557620859694,0.0016977024861959,-0.0016153961027073338
-0.0017399058781105,-0.0410706642141082,-0.0567413495747368,-0.0398132830721758,0.0017606677505515,-0.0016749729603495744
-0.0018019725666518,-0.0411131497947391,-0.0567419528902557,-0.0397707862299995,0.0018236376547038,-0.0017345470453206113
